RECORD,LOCATION & GEOID,TOTAL_COLLISIONS,2013_TOTAL,2014_TOTAL,2015_TOTAL,2016_TOTAL,2017_TOTAL,TOTAL_CYCLIST_COLLISIONS,2013_CYCLIST,2014_CYCLIST,2015_CYCLIST,2016_CYCLIST,2017_CYCLIST,TOTAL_PEDESTRIAN_COLLISIONS,2013_PEDESTRIAN,2014_PEDESTRIAN,2015_PEDESTRIAN,2016_PEDESTRIAN,2017_PEDESTRIAN,XCOORD,YCOORD,LONGITUDE,LATITUDE
2975,CENTREPOINTE DR btwn PASEO PRIV & 90 N OF EPSILON WAY (__4CZCH3A),2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362545.46258,5022801.30992,-75.76314458950,45.34278181240
2976,CENTREPOINTE DR btwn PINETRAIL CRES & KENTSDALE DR (__3ZA007),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,362660.30795,5022459.93850,-75.76171916200,45.33970071050
2977,CENTREPOINTE DR btwn REC PATH BEN FRANKLIN PL & CONSTELLATION CRES (__6BWNEJA),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362406.06315,5023063.66590,-75.76489268220,45.34515393730
2978,CENTREPOINTE DR btwn REC PATH BEN FRANKLIN PL & PASEO PRIV (__6BWNEJB),2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,362473.55237,5022934.36537,-75.76404660390,45.34398495360
2979,CENTRUM BLVD @ PRESTONE DR (0012922),2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,382259.46100,5038365.22380,-75.50917316650,45.48091420870
2980,CENTRUM BLVD btwn PLACE D'ORLEANS DR & PRESTONE DR (__3ZA5ZB),4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,382093.40314,5038273.63820,-75.51131139960,45.48010860590
2981,CENTRUM BLVD btwn PRESTONE DR & END (__3ZA5ZA),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382366.27498,5038455.49200,-75.50779279890,45.48171450290
2982,CENTURY RD    E btwn FIRST LINE RD & MANOTICK MAIN ST (__3ZA98T),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369908.28812,5008677.73449,-75.67105391870,45.21505541860
2983,CENTURY RD    W btwn FOURTH LINE RD & THIRD LINE RD N (__3ZABMY),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,363068.93075,5004564.51074,-75.75860433420,45.17864276860
2984,CENTURY RD    W btwn GOODSTOWN RD & MALAKOFF RD (__3ZA4YG),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,359902.41115,5002697.45287,-75.79909712360,45.16209688310
2985,CENTURY RD    W btwn MCCORDICK RD & TO BE DETERMINED (__3ZA4ZJ),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,361321.11651,5003587.04680,-75.78095189110,45.16998950560
2986,CENTURY RD    W btwn THIRD LINE RD N & WILLIAM MCEWEN DR (__3ZAZ71),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364766.71540,5005593.91440,-75.73688040410,45.18776321720
2987,CENTURY RD @ FOURTH LINE RD (0003905),2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,362211.64110,5004063.33210,-75.76956898380,45.17420334120
2988,CENTURY RD @ MALAKOFF RD (0003723),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,360006.62620,5002789.30910,-75.79776145360,45.16291528930
2989,CENTURY RD @ PRINCE OF WALES DR (0011830),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365690.68310,5006091.90800,-75.72506251360,45.19216504770
2990,CENTURY RD E @ SECOND LINE RD E (0008996),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365983.92410,5006391.87700,-75.72129405730,45.19483881300
2991,CENTURY RD S @ MCCORDICK RD S (0003724),11,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,360469.62910,5003123.31140,-75.79183518330,45.16588437160
2992,CENTURY RD W @ WILLIAM MCEWEN DR (0012116),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,365624.32530,5006094.49820,-75.72590663610,45.19219408140
2993,CHAINE CRT btwn Continuation of CHAINE CRT & SIMARD DR (__3ZA62P),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,381315.25759,5035015.85240,-75.52177061150,45.45088344920
2994,CHALLENGE CRES btwn ANTIGONISH AVE N & ANTIGONISH AVE S (__77T4PJ),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384806.09738,5039205.85469,-75.47646591410,45.48819019480
2995,CHAMBERLAIN AVE @ GLENDALE AVE (0007235),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367716.70940,5029919.56840,-75.69625682020,45.40638536640
2996,CHAMBERLAIN AVE @ IMPERIAL AVE (0011444),2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367360.77100,5029674.04600,-75.70083453790,45.40420813140
2997,CHAMBERLAIN AVE @ KENT ST (0002131),5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367933.70620,5030047.55070,-75.69346863490,45.40751737250
2998,CHAMBERLAIN AVE @ PERCY ST (0007715),10,5,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,367558.71290,5029824.55920,-75.69828707500,45.40554468610
2999,CHAMBERLAIN AVE btwn GLENDALE AVE & LYON ST S (__3ZA3OD),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367766.70710,5029949.56355,-75.69561434630,45.40665075810
3000,CHAMBERLAIN AVE btwn IMPERIAL AVE & PERCY ST (__3ZA3O6),3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367448.65502,5029758.91751,-75.69970121480,45.40496392040
3001,CHAMBERLAIN AVE btwn KENT ST & TO BE DETERMINED (__3ZA25A),4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,367988.70790,5030079.56450,-75.69276195660,45.40780045930
3002,CHAMBERLAIN AVE btwn LYON ST S & KENT ST (__3ZA25C),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,367875.20750,5030013.56410,-75.69422022790,45.40721684580
3003,CHAMBERLAIN AVE btwn PERCY ST & GLENDALE AVE (__3ZA3OB),2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,367637.70655,5029872.06300,-75.69727201330,45.40596502400
3004,CHAMPAGNE AVE   S btwn BEECH ST & HICKORY ST (__3ZA024),5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366511.67193,5029071.31776,-75.71175550290,45.39886031200
3005,CHAMPAGNE AVE   S btwn HICKORY ST & CARLING AVE (__3ZA012),3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,366592.24380,5028887.85824,-75.71074943670,45.39720248350
3006,CHAMPAGNE AVE   S btwn YOUNG ST & BEECH ST (__3ZBONO),4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,366419.70245,5029283.55850,-75.71290360240,45.40077809970
3007,CHAMPAGNE AVE @ WELLINGTON ST (0006346),5,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,365955.70160,5030344.56940,-75.71869834230,45.41036549330
3008,CHAMPLAIN BRIDGE/ISLAND PARK DR @ BATE ISLAND (0010849),3,0,0,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,362967.03410,5030056.35100,-75.75691110000,45.40802693640
3009,CHAMPLAIN BRIDGE/ISLAND PARK DR btwn BATE ISLAND & OTTAWA RIVER PKWY (__3ZA2ZEB),45,8,16,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,363102.93279,5029831.85833,-75.75520167690,45.40599568410
3010,CHAMPLAIN BRIDGE/ISLAND PARK DR btwn BATE ISLAND & PROVINCIAL BOUNDARY (__3ZA2ZEA),23,6,0,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,362866.37806,5030157.31417,-75.75818498890,45.40894374350
3011,CHAMPLAIN ST @ JEANNE D'ARC BLVD (0004106),22,3,5,5,5,4,1,0,0,0,0,1,0,0,0,0,0,0,381379.74470,5038723.59840,-75.52036855480,45.48423560630
3012,CHAMPLAIN ST @ OR174 IC102 RAMP26 (0013481),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,381533.82190,5038340.54410,-75.51845769620,45.48077229360
3013,CHAMPLAIN ST @ PLACE D'ORLEANS  SC E/PLACE D'O (0008676),11,4,2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,381519.73520,5038374.59470,-75.51863254080,45.48108019990
3014,CHAMPLAIN ST @ PLACE D'ORLEANS DR (0003595),18,3,4,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,381597.24600,5038180.81590,-75.51767150070,45.47932822260
3015,CHAMPLAIN ST btwn DECARIE DR & JEANNE D'ARC BLVD N (__3ZA7KR),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381332.75355,5038837.98355,-75.52095176270,45.48526989980
3016,CHAMPLAIN ST btwn JEANNE D'ARC BLVD N & OR174 IC102 RAMP61 (__3ZA1VO),6,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,381449.73905,5038549.09495,-75.51950053500,45.48265789260
3017,CHAMPLAIN ST btwn OR174 IC102 RAMP36 & PLACE D'ORLEANS DR (__6K6SZ2),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,381570.49192,5038247.06958,-75.51800331130,45.47992725890
3018,CHAMPNEUF DR @ KINDERSLEY AVE (0012364),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381706.74930,5035987.56420,-75.51661426690,45.45958314290
3019,CHAMPNEUF DR btwn BEAUSEJOUR DR & BOISBRIAND CRES (__3ZA6D6),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381560.06562,5036099.41457,-75.51847213210,45.46060561150
3020,CHAMPNEUF DR btwn BOISBRIAND CRES & KINDERSLEY AVE (__3ZA6D2),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,381634.75930,5036015.64349,-75.51753025930,45.45984369780
3021,CHAMPNEUF DR btwn CEDAR MILLS RD & WESTPORT CRES (__3ZA6EK),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381304.93782,5036450.33428,-75.52167935160,45.46379088370
3022,CHANONHOUSE DR @ DALLAIRE CRES N (0000377),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,357787.61390,5006082.34700,-75.82563601320,45.19271716150
3023,CHANONHOUSE DR @ KING ST (0000372),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357663.61690,5005902.33970,-75.82723307610,45.19110670830
3024,CHANONHOUSE DR btwn KING ST & ORMSBY DR (1) (__3ZAB05),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357692.29970,5005929.65411,-75.82686517340,45.19135034070
3025,CHANONHOUSE DR btwn KING ST & ORMSBY DR (2) (__54M4WW),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358005.25763,5005897.76363,-75.82288598990,45.19103983780
3026,CHANTENAY DR btwn BEAUCLAIRE DR & BEAUCLAIRE DR (__3ZA7K1),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,380582.39802,5038810.09350,-75.53055363040,45.48510083220
3027,CHAPEL CRES @ LEES AVE (0002241),2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369691.71170,5031286.57040,-75.67084936850,45.41850483170
3028,CHAPEL CRES @ WIGGINS PRIV N (0002097),3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,369602.71230,5031466.57770,-75.67196275960,45.42013271810
3029,CHAPEL CRES btwn WIGGINS PRIV & WIGGINS PRIV (__3ZA3CC),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,369623.10395,5031436.17850,-75.67170622510,45.41985730850
3030,CHAPEL CRES/CHAPEL ST @ MANN AVE (0006975),4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,369551.71300,5031552.57600,-75.67260304850,45.42091122020
3031,CHAPEL ST @ DALY AVE (0007824),5,3,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,368971.70770,5032505.59810,-75.67988942430,45.42953960280
3032,CHAPEL ST @ LAURIER AVE (0007756),12,3,2,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,369118.70920,5032264.58480,-75.67804242500,45.42735755310
3033,CHAPEL ST @ RIDEAU ST (0011918),13,3,3,2,3,2,0,0,0,0,0,0,2,0,0,0,1,1,368892.40830,5032643.27130,-75.68088484290,45.43078560610
3034,CHAPEL ST @ SOMERSET ST (0008458),2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,369338.70840,5031905.58010,-75.67527828960,45.42410710060
3035,CHAPEL ST @ STEWART ST (0008494),5,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,369013.70810,5032438.59160,-75.67936145430,45.42893284860
3036,CHAPEL ST btwn BESSERER ST & DALY AVE (__3ZA82E),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368951.20710,5032539.08545,-75.68014703140,45.42984279050
3037,CHAPEL ST btwn DALY AVE & STEWART ST (__3ZA82O),4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,368992.70710,5032472.08490,-75.67962544940,45.42923613660
3038,CHAPEL ST btwn LAURIER AVE E & OSGOODE ST (__3ZA8K3),3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,369175.04377,5032174.31107,-75.67733437390,45.42654012190
3039,CHAPEL ST btwn OSGOODE ST & SOMERSET ST E (__3ZA8JQ),5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,369284.54814,5031994.94565,-75.67595861750,45.42491617330
3040,CHAPEL ST btwn RIDEAU ST & BESSERER ST (__3ZBOXR),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368910.73175,5032607.54257,-75.68065534030,45.43046245320
3041,CHAPEL ST btwn RIDEAU ST & END (__3ZA7AF),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368867.60812,5032691.08784,-75.68119554100,45.43121811330
3042,CHAPEL ST btwn SOMERSET ST E & TEMPLETON ST (__3ZA7G9),2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369389.93021,5031821.21104,-75.67463487160,45.42334325180
3043,CHAPEL ST btwn TEMPLETON ST & MANN AVE (__3ZA9VN),4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369496.21055,5031644.57645,-75.67330010210,45.42174414070
3044,CHAPLEAU AVE @ PUTMAN AVE (0007682),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369482.71580,5033953.59780,-75.67316919560,45.44252104850
3045,CHAPLEAU AVE btwn PUTMAN AVE & BEECHWOOD AVE (__3ZA8AX),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369502.70545,5033899.09755,-75.67292086210,45.44202882830
3046,CHAPMAN BLVD @ DORVAL AVE (0007795),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372088.72270,5028845.54470,-75.64055823850,45.39631511640
3047,CHAPMAN BLVD @ HAIG DR (0008351),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372378.72530,5028878.54790,-75.63685009580,45.39658413610
3048,CHAPMAN BLVD @ OTHELLO AVE (0008360),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373351.73010,5028988.54850,-75.62440854550,45.39747928660
3049,CHAPMAN BLVD @ SAUNDERSON DR (0008355),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373097.73130,5028956.54540,-75.62765685090,45.39721615920
3050,CHAPMAN BLVD btwn ARCH ST & SAUNDERSON DR (__3ZA76F),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,372939.73000,5028940.04900,-75.62967699080,45.39708312610
3051,CHAPMAN BLVD btwn DORVAL AVE & HAIG DR (__3ZA764),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372233.82580,5028861.18840,-75.63870298850,45.39644191250
3052,CHAPMAN BLVD btwn HAIG DR & RUTH ST (__3ZA760),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372419.22790,5028883.04900,-75.63633221810,45.39662072480
3053,CHAPMAN BLVD btwn NAPLES AVE & OLYMPIA CRES (__3ZA77L),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373222.23100,5028972.54845,-75.62606462570,45.39734799270
3054,CHAPMAN MILLS DR @ BEATRICE DR (0010973),6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,365540.54190,5014925.06600,-75.72589486040,45.27165908530
3055,CHAPMAN MILLS DR @ LEAMINGTON WAY/MANCINI WAY (0011133),3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365047.07290,5014687.23590,-75.73221213970,45.26956154260
3056,CHAPMAN MILLS DR @ LONGFIELDS DR (0013784),12,2,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,364841.83000,5014582.92000,-75.73484012980,45.26864046090
3057,CHAPMAN MILLS DR @ TEMAGAMI DR (0011123),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365386.16300,5014859.57510,-75.72787014650,45.27108311700
3058,CHAPMAN MILLS DR btwn BEATRICE DR & MEADGATE GT (__4FP83C),4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,365633.55890,5014961.78355,-75.72470501980,45.27198142880
3059,CHAPMAN MILLS DR btwn CLEARBROOK DR & SUMMERLINE GT (__4FP8A3),2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365986.97850,5015118.34605,-75.72018197820,45.27335950980
3060,CHAPMAN MILLS DR btwn LEAMINGTON WAY & TEMAGAMI DR (__61W6PK),6,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,365216.61795,5014773.40550,-75.73004117130,45.27032235070
3061,CHAPMAN MILLS DR btwn MEADGATE GT & CLEARBROOK DR (__4FP853),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,365826.58864,5015037.97977,-75.72223580970,45.27265031460
3062,CHAPMAN MILLS DR btwn SUMMERLINE GT & WOODROFFE AVE (__4FP8A8),1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,366113.85150,5015185.77205,-75.71855682670,45.27395515480
3063,CHAPMAN MILLS DR btwn TEMAGAMI DR & BEATRICE DR (__61W6OE),2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365461.90743,5014895.67234,-75.72690051350,45.27140138910
3064,CHAPMAN MILLS DR EB btwn LEAMINGTON WAY & LONGFIELDS DR (__8JUUML),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364949.16361,5014623.09095,-75.73346755150,45.26899274790
3065,CHAPMAN MILLS DR/TRANSITWAY SOUTHWEST @ WOODROFFE AVE (0013563),6,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,366177.09000,5015219.37000,-75.71774677590,45.27425195010
3066,CHARDON DRWY btwn COLOMBINE DRWY & EGLANTINE DRWY (__3ZAAJ0),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,364391.69400,5029927.56505,-75.73872810930,45.40674830010
3067,CHARDON DRWY btwn EGLANTINE DRWY & SORREL DRWY (__3ZAAIE),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,364451.69400,5029785.06355,-75.73797892990,45.40546099110
3068,CHARDONNAY DR btwn ESPRIT DR & MELANSON CRES (__4LNMER),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,384894.08110,5036091.65845,-75.47584818550,45.46016157070
3069,CHARDONNAY DR btwn PELICAN ST & SCALA AVE (__4LNNL7),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,385245.00310,5036276.63367,-75.47133145500,45.46178548320
3070,CHARDONNAY DR btwn VALDOR WAY & ASSOMPTION ST (__30LQ12),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,384784.29560,5036060.88860,-75.47725677770,45.45989730920
3071,CHARDONNAY DR btwn VALENCEVILLE CRES & VALENCEVILLE CRES (__4LNNJ9),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385156.07455,5036205.60945,-75.47248002850,45.46115670950
3072,CHAREST WAY @ LICHEN AVE W (0010098),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,385328.62750,5036615.39480,-75.47020681100,45.46482369540
3073,CHARING RD btwn ARDELL GRV & COLFAX ST (__3ZA53U),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362354.39069,5021503.12002,-75.76573353170,45.33111646370
3074,CHARKAY ST @ CHESTERTON DR (0001033),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365666.70520,5023925.50970,-75.72318150330,45.35263331480
3075,CHARKAY ST @ SEYMOUR AVE (0004595),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,365649.70540,5023976.50460,-75.72339216930,45.35309363410
3076,CHARKAY ST @ WALGATE AVE (0001026),1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,365485.70410,5024259.51190,-75.72545034130,45.35565430090
3077,CHARKAY ST btwn TIVERTON DR & WALGATE AVE (__3ZA0B0),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365464.70110,5024293.01550,-75.72571427290,45.35595757840
3078,CHARKAY ST btwn WALGATE AVE & MULVAGH AVE (__3ZA0B6),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365507.20110,5024226.01510,-75.72518010730,45.35535104120
3079,CHARLEMAGNE BLVD @ GARDENWAY DR/BOTTRIELL WAY  (0003748),14,1,4,7,1,1,0,0,0,0,0,0,2,0,1,1,0,0,384049.75860,5037034.56530,-75.48649069340,45.46874126260
3080,CHARLEMAGNE BLVD @ MERKLEY DR (0004807),2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,384681.76130,5037802.56940,-75.47828456890,45.47557903520
3081,CHARLEMAGNE BLVD @ ORCHARDVIEW AVE (0004812),5,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,384506.75670,5037242.57540,-75.48061342620,45.47056073860
3082,CHARLEMAGNE BLVD @ PRINCESS LOUISE DR E (0012957),7,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,384092.75710,5038135.56160,-75.48576319400,45.47864211760
3083,CHARLEMAGNE BLVD @ PRINCESS LOUISE DR W/VALADE (0003731),10,1,3,2,3,1,2,0,1,0,1,0,0,0,0,0,0,0,383520.75270,5037973.57600,-75.49310454320,45.47724944610
3084,CHARLEMAGNE BLVD @ VALADE CRES W (0004102),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,383393.74500,5038002.57880,-75.49472417140,45.47752469410
3085,CHARLEMAGNE BLVD @ VALIN ST (0004813),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,384705.75570,5037594.56940,-75.47801155110,45.47370490530
3086,CHARLEMAGNE BLVD @ WATTERS RD (0012940),3,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,384559.76040,5038048.56320,-75.47980481310,45.47780619790
3087,CHARLEMAGNE BLVD btwn BOTTRIELL WAY & CANTEVAL TER (__3ZA5TI),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383963.75241,5037013.59148,-75.48759381510,45.46856231310
3088,CHARLEMAGNE BLVD btwn BOTTRIELL WAY & PRINCESS LOUISE DR (__3ZA608),2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383893.76054,5038046.25610,-75.48832254750,45.47786120100
3089,CHARLEMAGNE BLVD btwn CANTEVAL TER & TENTH LINE RD (__3ZA5TH),4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,383756.80904,5036953.46179,-75.49024961050,45.46804474550
3090,CHARLEMAGNE BLVD btwn MARINOFF WAY & WATTERS RD (__3ZA5SG),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384437.94362,5038130.34359,-75.48134944660,45.47855588450
3091,CHARLEMAGNE BLVD btwn MERKLEY DR & VALIN ST (__3ZA5U5),2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,384705.64172,5037699.97677,-75.47799586550,45.47465327320
3092,CHARLEMAGNE BLVD btwn ORCHARDVIEW AVE & BOTTRIELL WAY (__3ZA5SO),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,384294.88649,5037102.99772,-75.48334522810,45.46932909700
3093,CHARLEMAGNE BLVD btwn ORCHARDVIEW AVE & VALIN ST (__3ZA5SP),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,384640.65423,5037399.89473,-75.47887569480,45.47196085410
3094,CHARLEMAGNE BLVD btwn PRINCESS LOUISE DR & BOTTRIELL WAY (__3ZA607),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383607.58729,5037953.29642,-75.49199729210,45.47705719380
3095,CHARLEMAGNE BLVD btwn TENTH LINE RD & VALADE CRES (__3ZA1V1),7,1,0,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,383286.12269,5038015.60065,-75.49609845190,45.47765395890
3096,CHARLEMAGNE BLVD btwn VALADE CRES & PRINCESS LOUISE DR (__3ZA5TJ),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383457.25210,5037988.07850,-75.49391431360,45.47738708250
3097,CHARLES ST @ CRICHTON ST (0008275),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368053.69450,5033903.59300,-75.69144076670,45.44220188540
3098,CHARLES ST @ STANLEY AVE (0008270),1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,368008.69990,5033795.60260,-75.69202973610,45.44123429730
3099,CHARLEVOIX ST @ LANDRY ST (0009194),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369340.70450,5033461.59030,-75.67504883720,45.43810728950
3100,CHARLEVOIX ST btwn BARRETTE ST & LAVAL ST (__3ZA8VW),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369284.20600,5033500.59400,-75.67576580900,45.43846344220
3101,CHARLEVOIX ST btwn BEECHWOOD AVE & BARRETTE ST (__3ZBOWU),5,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,369220.80264,5033559.48755,-75.67656843610,45.43899918810
3102,CHARLIE'S LANE @ JUANITA AVE (0011585),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341160.54520,5023727.52060,-76.03594503110,45.35255065930
3103,CHARLOTTE ST @ CLARENCE ST (0008604),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369068.70790,5033129.58830,-75.67856844810,45.43514512010
3104,CHARLOTTE ST @ DESJARDINS AVE (0008608),1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,369022.70700,5033203.58540,-75.67914668110,45.43581514380
3105,CHARLOTTE ST @ LAURIER AVE (0002181),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369471.71250,5032488.58640,-75.67350229330,45.42934048220
3106,CHARLOTTE ST @ RIDEAU ST (0002622),27,6,7,5,6,3,2,1,0,1,0,0,2,0,0,1,0,1,369249.70900,5032859.59220,-75.67629062010,45.43269914170
